REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,Casualty Type,Sex_x,AGE,Position In Veh,Thrown Out,Injury Extent,Seat Belt,Unit Type,Licence Type,Unit Movement,Number Occupants,Stats Area,Total Units,Total Cas,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Moisture Cond,Weather Cond,DayNight,Crash Type,Traffic Ctrls
2018-1015-15/08/2019,1,1,Rider,Male,047,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,10:11 am,80,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1018-15/08/2019,1,1,Driver,Female,030,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,06:30 pm,60,Multiple,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1020-15/08/2019,1,1,Passenger,Male,064,Front Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Saturday,10:00 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1021-15/08/2019,1,1,Rider,Male,040,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,07:20 am,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Stop Sign
2018-1025-15/08/2019,2,1,Driver,Female,049,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,11:10 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1027-15/08/2019,2,1,Driver,Female,045,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,2.0,2 Metropolitan,3,2,Saturday,12:20 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1027-15/08/2019,3,1,Driver,Male,034,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,2,Saturday,12:20 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1030-15/08/2019,1,1,Rider,Male,048,Rider of Motorcycle,Thrown Out,Fatal,,Motor Cycle,Full,Overtaking - on Right,1.0,2 Metropolitan,2,1,Saturday,10:00 am,50,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1034-15/08/2019,1,1,Driver,Female,019,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,2.0,2 Metropolitan,2,1,Friday,04:30 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1035-15/08/2019,2,1,Driver,Female,033,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Saturday,02:30 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1038-15/08/2019,2,1,Rider,Male,035,,Thrown Out,By Private,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,05:12 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1049-15/08/2019,1,1,Rider,Male,054,,Thrown Out,Admitted to Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,1,1,Saturday,09:33 am,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-1050-15/08/2019,2,1,Driver,Female,076,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,09:35 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1051-15/08/2019,2,1,Driver,Male,029,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,09:58 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1052-15/08/2019,1,1,Rider,Male,062,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,11:30 am,80,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2018-1053-15/08/2019,2,1,Rider,Male,010,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,3 Country,2,1,Sunday,10:25 am,50,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Daylight,Head On,No Control
2018-1057-15/08/2019,1,1,Driver,Female,047,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,06:00 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1067-15/08/2019,1,1,Driver,Female,024,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,05:40 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Give Way Sign
2018-1070-15/08/2019,1,1,Driver,Female,052,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Sunday,06:10 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1071-15/08/2019,1,1,Passenger,Female,080,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,11:12 pm,100,Freeway,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2018-1072-15/08/2019,1,1,Rider,Male,016,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Unlicenced,Straight Ahead,1.0,3 Country,3,1,Sunday,10:00 pm,50,T-Junction,Straight road,Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1074-15/08/2019,1,1,Driver,Female,023,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Swerving,1.0,2 Metropolitan,1,1,Monday,07:10 am,80,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-1075-15/08/2019,3,1,Driver,Female,031,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Monday,07:14 am,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1076-15/08/2019,2,1,Driver,Female,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Left Turn,1.0,2 Metropolitan,2,1,Sunday,07:35 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1077-15/08/2019,2,1,Driver,Female,029,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Monday,08:45 am,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1080-15/08/2019,1,1,Driver,Male,059,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Monday,10:15 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2018-1080-15/08/2019,2,1,Driver,Female,040,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Monday,10:15 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2018-1082-15/08/2019,1,1,Driver,Male,033,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Sunday,11:15 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1085-15/08/2019,2,1,Driver,Female,088,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Entering Private Driveway,1.0,2 Metropolitan,2,1,Monday,12:08 pm,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1089-15/08/2019,2,1,Driver,Male,053,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Panel Van,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,03:50 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2018-1090-15/08/2019,2,1,Driver,Male,048,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,04:17 pm,80,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1094-15/08/2019,1,1,Driver,Male,022,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,04:30 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1095-15/08/2019,2,1,Passenger,Male,010,Rear Seat Right Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,4.0,2 Metropolitan,2,2,Monday,03:52 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2018-1095-15/08/2019,2,2,Passenger,Female,012,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,4.0,2 Metropolitan,2,2,Monday,03:52 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2018-1101-15/08/2019,1,1,Driver,Female,036,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,2,Monday,03:05 pm,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
2018-1101-15/08/2019,2,1,Driver,Male,039,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,3 Country,2,2,Monday,03:05 pm,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
2018-1103-15/08/2019,1,1,Driver,Male,025,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Swerving,1.0,2 Metropolitan,2,1,Tuesday,07:25 am,90,Freeway,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1105-15/08/2019,1,1,Driver,Female,047,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,08:30 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
2018-1109-15/08/2019,2,1,Rider,Female,043,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:50 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1110-15/08/2019,1,1,Rider,Male,046,,Thrown Out,By Private,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,10:59 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1116-15/08/2019,2,1,Driver,Female,025,Driver,Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Tuesday,12:37 pm,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1118-15/08/2019,1,1,Rider,Male,016,Rider of Motorcycle,Thrown Out,By Private,,Motor Cycle,Learners,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:50 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1120-15/08/2019,1,1,Rider,Male,017,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,1,1,Tuesday,01:50 pm,60,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-1125-15/08/2019,1,1,Driver,Male,037,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Tuesday,03:00 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1128-15/08/2019,1,1,Passenger,Male,008,Rear Seat Middle Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,4.0,2 Metropolitan,4,1,Tuesday,04:00 pm,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1130-15/08/2019,2,1,Driver,Female,062,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,3,1,Tuesday,05:45 pm,60,Cross Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2018-1133-15/08/2019,1,1,Rider,Male,059,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Learners,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,08:00 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1134-15/08/2019,1,1,Rider,Female,031,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Right Turn,1.0,2 Metropolitan,2,1,Tuesday,05:50 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2018-1135-15/08/2019,1,1,Driver,Male,057,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Unlicenced,Straight Ahead,1.0,2 Metropolitan,3,1,Tuesday,09:00 pm,110,Freeway,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1136-15/08/2019,1,1,Driver,Male,027,Driver,Thrown Out,Fatal,Fitted - Not Worn,Motor Cars - Sedan,Unlicenced,Straight Ahead,1.0,3 Country,2,1,Wednesday,12:20 am,110,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1137-15/08/2019,1,1,Driver,Female,033,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,3.0,2 Metropolitan,2,1,Tuesday,05:30 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1138-15/08/2019,2,1,Driver,Female,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Wednesday,08:30 am,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1140-15/08/2019,1,1,Driver,Male,069,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Full,Straight Ahead,1.0,3 Country,2,1,Wednesday,07:40 am,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1142-15/08/2019,1,1,Driver,Male,089,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,UnParking - Parallel,1.0,2 Metropolitan,2,2,Wednesday,08:50 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1142-15/08/2019,2,1,Driver,Female,020,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,2,Wednesday,08:50 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1144-15/08/2019,3,1,Driver,Female,041,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Monday,08:40 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1145-15/08/2019,1,1,Driver,Female,079,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Leaving Private Driveway,1.0,2 Metropolitan,2,1,Tuesday,11:30 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1147-15/08/2019,1,1,Driver,Male,034,Driver,Not Thrown Out,By Private,Fitted - Worn,Utility,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Monday,01:40 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1149-15/08/2019,1,1,Driver,Female,077,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,3,2,Wednesday,10:00 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1149-15/08/2019,3,1,Passenger,Female,016,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Straight Ahead,2.0,2 Metropolitan,3,2,Wednesday,10:00 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1151-15/08/2019,2,1,Driver,Female,056,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,01:45 am,80,Cross Road,Straight road,Slope,Dry,Not Raining,Night,Right Angle,Traffic Signals
2018-1153-15/08/2019,2,1,Pedestrian,Female,051,,,Treated at Hospital,,Pedestrian on Road,,Crossing with Traffic Signals,,3 Country,2,1,Wednesday,10:30 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
2018-1155-15/08/2019,1,1,Driver,Male,027,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,2 Metropolitan,3,1,Wednesday,12:30 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-1156-15/08/2019,1,1,Rider,Male,064,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,07:00 am,100,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Rear End,No Control
2018-1159-15/08/2019,1,1,Passenger,Male,001,Rear Seat Middle Passenger,Not Thrown Out,By Private,Child Restraint - Worn,Station Wagon,Full,Straight Ahead,3.0,2 Metropolitan,2,1,Wednesday,02:37 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1171-15/08/2019,2,1,Driver,Male,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Right Turn,1.0,2 Metropolitan,2,1,Wednesday,05:40 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1176-15/08/2019,1,1,Driver,Male,079,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Full,Swerving,1.0,3 Country,2,1,Thursday,07:00 am,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1179-15/08/2019,1,1,Driver,Male,041,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,1 City,2,2,Wednesday,08:05 am,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1179-15/08/2019,2,1,Driver,Female,066,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,1 City,2,2,Wednesday,08:05 am,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1180-15/08/2019,1,1,Driver,Male,063,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,12:45 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1181-15/08/2019,2,1,Driver,Female,080,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Entering Private Driveway,1.0,2 Metropolitan,2,1,Wednesday,10:35 am,50,Divided Road,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1182-15/08/2019,2,1,Driver,Male,040,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,RIGID TRUCK LGE GE 4.5T,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,10:00 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1186-15/08/2019,1,1,Rider,Male,058,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Learners,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,10:30 am,80,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Head On,No Control
2018-1188-15/08/2019,2,1,Driver,Female,067,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Thursday,12:05 pm,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1189-15/08/2019,1,1,Rider,Male,033,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,04:00 pm,40,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2018-1190-15/08/2019,1,1,Driver,Male,027,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,SEMI TRAILER,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Thursday,06:15 am,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Roll Over,No Control
2018-1191-15/08/2019,1,1,Driver,Male,026,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,3 Country,2,1,Wednesday,04:45 pm,100,Not Divided,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1202-15/08/2019,1,1,Driver,Female,044,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Thursday,03:55 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1203-15/08/2019,1,1,Passenger,Female,004,Rear Seat Right Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,4.0,2 Metropolitan,3,1,Thursday,03:15 pm,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1204-15/08/2019,1,1,Driver,Female,042,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Wednesday,02:28 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1205-15/08/2019,2,1,Passenger,Female,015,Rear Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,03:50 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1206-15/08/2019,2,1,Passenger,Female,059,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Right Turn,2.0,2 Metropolitan,2,1,Thursday,05:15 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1207-15/08/2019,1,1,Driver,Female,045,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Left Turn,2.0,2 Metropolitan,2,1,Thursday,08:20 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1208-15/08/2019,1,1,Driver,Female,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,05:40 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1211-15/08/2019,1,1,Rider,Male,042,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,06:15 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1213-15/08/2019,1,1,Driver,Female,077,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,3 Country,2,1,Thursday,06:00 pm,50,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1215-15/08/2019,2,1,Driver,Female,046,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,4,1,Thursday,05:45 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1216-15/08/2019,1,1,Driver,Female,066,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,04:45 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1217-15/08/2019,1,1,Driver,Female,041,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Friday,05:00 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2018-1219-15/08/2019,1,1,Driver,Female,031,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Leaving Private Driveway,5.0,2 Metropolitan,2,1,Thursday,05:30 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1220-15/08/2019,1,1,Driver,Female,079,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,12:30 pm,50,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,Give Way Sign
2018-1223-15/08/2019,1,1,Driver,Female,027,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,1,2,Thursday,02:00 pm,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
